0,1,2,3,4,5,6,7,8,9
0.003333945548865499,0.14853596161160654,0.0033333802665777156,0.003334194072240572,0.0033339654338925885,0.0033338492468129926,0.003333589392011089,0.003333911039659823,0.0033343710601059363,0.8247928323282272
0.0003623554971241381,0.00036236417903936504,0.00036235424956732466,0.0003623449566774964,0.9967386535239036,0.00036242275416965435,0.0003624136606406538,0.0003623671313871934,0.0003623480098176205,0.00036237603767276115
0.0010420534334901854,0.0010418349457548917,0.0010416983123434581,0.0010419180191415035,0.0010418313973871748,0.0010418095076911054,0.19385297665969875,0.1456274116910139,0.0010419221952574019,0.6532265438382215
0.00034250469855690133,0.0003424960110764612,0.0003425080063439305,0.00034248909003385143,0.00034255704237782055,0.00034254733505012313,0.669403036404667,0.3278568615866651,0.0003424922221761595,0.00034250760305253904
0.10981854656608249,0.0010205369347058334,0.0010204544070701654,0.001020515723064351,0.001020756013410172,0.0010207499041400955,0.14299863043950103,0.001020555504039327,0.31455502539966357,0.42650422910832286
0.008990927807439344,0.0003788275429390248,0.0003788002299743931,0.0003789109322351249,0.3196971742167198,0.13758841654254383,0.47615069641821745,0.055678602909485536,0.00037881743676908703,0.0003788259636764567
0.0005102252289204823,0.000510266317765726,0.0005102065822128546,0.0005102329873836708,0.899366257020374,0.09655179012746413,0.0005103083313901831,0.0005102532690182218,0.0005102247827921612,0.0005102353526784915
0.00028655912018574724,0.5906210568323002,0.0002865390827119241,0.00028656323596257564,0.24366058791976672,0.0002866172772313215,0.16371237669559338,0.00028658626561007877,0.00028655474692234717,0.0002865588237158344
0.00046954568757600387,0.0004696474062711521,0.00046949686701818524,0.00046960910992710714,0.24241053692767114,0.00046962363812347156,0.7402177346424318,0.01408461377006625,0.0004695909926644187,0.000469600958250529
0.0003861656045154399,0.0003861752672006713,0.0003861686276064514,0.0003861435366014193,0.9965244332205606,0.0003861882702680009,0.0003861929539780815,0.000386152639951438,0.0003861784504329363,0.00038620142888476583
0.0006580031316953598,0.0006579980062392088,0.0006578975133627109,0.000657919300921918,0.0006580586214882706,0.0006580651004614218,0.0006581095835054275,0.000658047611474408,0.9940777788376264,0.0006581222932248828
0.0012991448181726983,0.0012989921891942014,0.22659447498318197,0.0012989280490444367,0.12926865210177993,0.0012990916775559836,0.001299144920149547,0.0012990941822514754,0.0012989280247021494,0.6350435490539676
0.00031748803954065086,0.0003175049528963887,0.0003174796883192148,0.00031748920722172156,0.9971424876440467,0.000317535943778944,0.00031752483969878936,0.0003175017127159311,0.00031749113484778326,0.00031749683693392723
0.0005319743398907046,0.0005319581689904791,0.000531917187354489,0.0005319735696920957,0.9952118809810677,0.000532068922415888,0.0005321058733426385,0.0005320636099935107,0.0005320002072342007,0.000532057140018372
0.0003546995397014257,0.00035465412335990333,0.0003546126920958114,0.0003546935728607448,0.00035471618352312355,0.0545241942330122,0.942638351228441,0.0003546770148248467,0.0003546800950421001,0.0003547213171388402
0.0005263546129315798,0.0005263930315215859,0.0005263248766607804,0.0005263615514169192,0.6736284167656102,0.32216055670038857,0.0005264378622603029,0.0005264099294721023,0.0005263854170179835,0.0005263592527199286
0.0006330830202920464,0.0006329732539101427,0.0006329191032601307,0.0006330013037694324,0.0006331378644894566,0.0006330720062109907,0.0006331099398953337,0.0006330478095889135,0.9943025204230356,0.0006331352755478864
0.00033563328128235413,0.00033562832971474875,0.00033559451763791234,0.0003355963464144441,0.9969793002163048,0.00033565568195192226,0.0003356943971073057,0.0003356392049598045,0.0003356174907063215,0.0003356405339203844
0.10923636638423573,0.0007042594313899488,0.0007042578738209494,0.5718411602183336,0.0007043919474251847,0.0007043486753394562,0.0007044119336526595,0.0007043472245902565,0.0007043756558204035,0.3139920806553919
0.0008132486813907684,0.0008133166494978615,0.0008131099529273131,0.0008131474941599867,0.0008131939966771023,0.0008131702963506457,0.0008131752982276948,0.6067583196488593,0.0008131266689804241,0.3867361913129289
0.0003759855687197479,0.00037603341784431206,0.0003759428223252485,0.0003760334078094951,0.9966159593416425,0.0003760241220181651,0.0003760669752179191,0.00037600391656242646,0.0003759744260753045,0.0003759760017846877
0.19458767932325335,0.0012049206028685502,0.0012048483932194493,0.001204924245582662,0.0012051062182807592,0.0012050433524850774,0.0012050767077917384,0.0012050631835256386,0.03899907198835809,0.7579782659846347
0.06850871607991775,0.0005435395215123451,0.0005434854786005685,0.0005435404092119196,0.0005436400632874806,0.7582158532845595,0.0005436491269774201,0.10594069723210194,0.06407324999379746,0.0005436288100335107
0.0003496841077148429,0.00034974170353467646,0.0003496565900735669,0.0003497201997171094,0.6268963390114038,0.3703058772898263,0.00034976385422236874,0.00034972266718163054,0.0003496797810539892,0.00034981479527174624
0.0005682301228763753,0.0005682314454407824,0.0005681996899764309,0.0005682634012509189,0.5228873038114334,0.472566630857711,0.0005683104158319943,0.0005683342495362722,0.0005682345509518234,0.0005682614549908504
0.0004695572686734968,0.0004695612644310106,0.0004694871228047199,0.00046952321934854243,0.9957740349828802,0.0004696080285139152,0.0004695678981109536,0.0004695957024170524,0.00046951553984257694,0.0004695489729775132
0.000473967047740766,0.00047403291749223235,0.00047393600094063954,0.00047396409248862337,0.9957340507620495,0.0004740689461544975,0.000474026979022077,0.0004739874980562432,0.0004739594774066889,0.0004740062786488885
0.0007301602957601372,0.0007299951444053695,0.000729959382525656,0.0007300009716839263,0.9759632562003291,0.0007301193005150755,0.018196162678691157,0.0007301493476634566,0.0007300415678098011,0.0007301551106164367
0.0003413531374829792,0.00034135305919948046,0.00034132279548031906,0.00034133710114514395,0.5934407799560617,0.0003413833350237548,0.23164507732060372,0.1725246784040249,0.00034132958625882705,0.0003413853047191913
0.000685048413182688,0.0006849883646246077,0.0006849323900638272,0.0006849707876686103,0.0006851960985298939,0.9596523753299208,0.0006851341393535348,0.0006850808715041005,0.0006849954220691952,0.034867278183083
0.0004975521314500352,0.0004975509853780634,0.0004975322692852174,0.0004975339089110106,0.7048697459919554,0.2911497512177709,0.0004976082968485515,0.0004975840137645394,0.0004975600614080325,0.0004975811232283912
0.0004367532925279914,0.00043671712949901496,0.0004367156277833183,0.00043690084874933275,0.02262370440814966,0.5296809313137517,0.4446380529646022,0.00043676621187356063,0.0004367290681353962,0.00043672913492780614
0.0003175168562229125,0.00031753010524863463,0.0003174689738497881,0.0003174912112808315,0.7059641819295849,0.29149569890507676,0.00031753451525590827,0.000317527946286655,0.000317518670334609,0.0003175308868589224
0.000699337891340204,0.0006993683593085815,0.0006993014337568107,0.0006993372545655073,0.9937055417049631,0.000699485268533983,0.0006994379016807527,0.0006993957772085746,0.0006993971473294784,0.0006993972613130519
0.12572265537554955,0.054902087121000615,0.0012989107084418901,0.0012990527487345262,0.3099442037154177,0.001298961380836202,0.00129895220942306,0.18411036364008948,0.0012994480839640882,0.318825365016543
0.0003195389274706369,0.00031951447840780265,0.0003195050804201785,0.00031953233304548917,0.9124942475935158,0.00031956091347346824,0.06960909279909809,0.00031955373171595745,0.000319513242750698,0.01565994090010197
0.00041340066719058877,0.00041328372845537785,0.00041322560615263045,0.0004132819505759207,0.21859166720854256,0.00041334390503537156,0.7143665397702152,0.06414871064541498,0.0004132636129674306,0.00041328290544990966
0.00043304632241221013,0.006331548983114521,0.0004329464973097559,0.0004329886950307115,0.00043301771861599554,0.08142075173491117,0.714306504425918,0.1953432669307447,0.00043296714330184915,0.0004329615486411878
0.00039530361735942693,0.00039531604715452404,0.0003952634648195414,0.00039528083683060223,0.8737800108986417,0.12305750777578364,0.0003953303312171024,0.0003953161188762613,0.00039532747001831204,0.00039534343929904716
0.0006410734230410839,0.0006410624327881607,0.0006410298741730407,0.0006410556533452352,0.6264938632198346,0.36837743830057174,0.0006411637462222225,0.0006410948981408684,0.0006410595128222466,0.0006411589390608618
0.0005103130957322527,0.0005103218923071415,0.0005102086426413895,0.0005102748732643156,0.0005103519515861194,0.35254179991012724,0.5968297459982741,0.0005103871364623819,0.0005102784410534961,0.04705631805855166
0.0004546118786822887,0.00045463678542543505,0.00045460012427767305,0.00045458218140142413,0.37206835257397775,0.6242947691302202,0.0004546276721101131,0.0004546228516691504,0.0004545958013050581,0.0004546010009310396
0.0006173114953874507,0.0006173227743030546,0.0006172864689837577,0.0006173177797457145,0.5281292860764798,0.4669320375576841,0.0006174222772261276,0.0006173566926499606,0.0006173260970680238,0.0006173327804721429
0.0004132741471988154,0.00041325377178000246,0.00041324156129315113,0.14677966454060987,0.0004133448549870238,0.0004133370674407684,0.8499140593613772,0.000413300668325021,0.000413252474044052,0.0004132715529440208
